TT2ID,c27id,uni,FC_ID,Cohort,oct_ob_location,oct_Grade,oct_Setting,oct_Subject,oct_obs_date,oct_dom1a,oct_dom1c,oct_dom1e,oct_dom2b,oct_dom2c,oct_dom2d,oct_dom3b,oct_dom3c,oct_dom3d,oct_dom4a,oct_rel_effect
c9b6d7c0-6b57-4633-b337-a53f0125a5ca,51079,Pace University,1176,Cohort 27,k187,1,N/A,Science,6-Oct-16,Effective,Developing+,Developing+,Effective,Effective,Effective,Developing+,Developing+,Developing+,Developing+,Average
ca0eed85-1f89-4948-bb9e-a5b501101f63,51060,St. John's University,250,Cohort 27,m260,9,CTT/ICT,Special Education,30-Sep-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing+,Top 10%
ca153e2d-e064-437b-93fe-a43c008c92e2,50292,St. John's University,1888,Cohort 27,X271,7,,Math,19-Sep-16,Effective+,Effective+,Effective+,Effective+,Effective+,Highly Effective,Effective+,Effective+,Effective+,Highly Effective,Top 10%
ca29e660-85ab-4913-8a1c-a53800b93aed,50532,Long Island University,1937,Cohort 27,X548,10,CTT/ICT,Special Education,17-Oct-16,Developing+,Developing+,Developing+,Developing+,Developing,Developing,Developing,Developing+,Developing,Effective,Average
ca76aef6-b28a-4efd-afc0-a51400f5e341,50418,Brooklyn College,115,,,9,CTT/ICT,,28-Oct-16,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Effective,Above Average
ca90be4d-1f4b-41e6-80e6-a46700e941f4,50321,Pace University,953,Cohort 27,K637,9,CTT/ICT,Special Education,22-Sep-16,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing,Effective,Effective,Developing+,Average
caa577a4-365a-40c1-8cfa-a2a80132d9e2,50080,Hunter TESOL,1909,Cohort 27,x196,2,CTT/ICT,ESL,28-Sep-16,Developing,Developing,Developing,Developing+,Developing,Developing,Developing,Developing,Developing,Developing+,Below Average
cab5c32d-175c-49e8-bf7e-a279014ce737,50079,Pace University,935,Cohort 27,X97@X188,7,Self-contained,D75,28-Sep-16,Developing,Developing,Developing,Developing,Developing+,Developing,Developing,Developing,Developing,Developing+,Average
cad954f1-f2fb-499d-8987-a5700128643d,50722,Long Island University,1944,Cohort 27,22K535,10,CTT/ICT,Special Education,28-Oct-16,Effective,Developing+,Effective,Developing+,Developing+,Effective,Developing+,Developing+,Developing+,Effective,Above Average
cadf2073-e1c9-4ac2-9dbe-a54b016e1c6d,51086,Lehman College,512,Cohort 27,X370,8,CTT/ICT,Science,27-Sep-16,Developing,Developing,Developing,Developing,Developing,Ineffective,Developing,Ineffective,Developing,Developing+,Bottom 10%
cae98f72-3431-4261-866d-a59900a71e73,50847,Pace University,1796,Cohort 27,K077,9,Self-contained,D75,6-Oct-16,Developing,Developing,Developing,Ineffective,Developing,Ineffective,Developing,Developing,Ineffective,Ineffective,Below Average
cb2ff111-e48e-49fe-afac-a535000b6318,50528,St. John's University,1830,Cohort 27,M463,9,,Math,30-Sep-48,Effective,Developing,Developing,Developing+,Developing,Effective,Developing,Developing,Developing,Effective,Average
cb31f0e2-3ca2-4a89-823c-a52200b1e224,50908,Brooklyn College,1957,,,6,N/A,,21-Oct-16,Effective+,Effective,Effective,Effective+,Effective+,Effective+,Developing+,Effective,Effective,Effective,Above Average
cc76890c-ac13-4474-a98a-a59c00ee646a,51185,Brooklyn College,1846,,,8,N/A,,26-Oct-16,Developing,Developing,Developing,Effective,Effective,Effective,Developing,Developing+,Developing+,Developing+,Above Average
cca8d6fb-3b33-4dbf-8e42-a4b1016b0bd4,50283,St. John's University,250,Cohort 27,M422,6,CTT/ICT,Special Education,30-Sep-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
cd4495e1-5dc5-45b3-967b-a5b2016c9176,51191,City College,1824,Cohort 27,X342,6,CTT/ICT,ESL,18-Oct-16,Effective+,Effective,Effective,Effective,Effective+,Effective+,Effective,Effective,Effective+,Effective,Above Average
cda4449f-6960-47bb-8d4e-a491010e95ec,50332,Long Island University,621,Cohort 27,K464,7,,Special Education,17-Oct-16,Effective,Developing+,Developing+,Effective,Effective,Effective,Developing+,Effective,Developing+,Effective,Above Average
cdd4d719-ab5a-41d4-8a38-a571018714a1,50898,Pace University,958,Cohort 27,K373,10,D75,D75,28-Sep-16,Highly Effective,Effective,Effective,Effective,Effective,Effective,Developing+,Effective,Effective,Effective,Above Average
cdecb682-42c5-4072-977c-a52e0127ebea,50409,Long Island University,1944,Cohort 27,15K423,9,CTT/ICT,Special Education,18-Oct-16,Effective,Effective+,Effective,Effective,Effective,Effective+,Developing+,Developing+,Developing+,Effective+,Above Average
ce1cbc6c-1ca2-4377-bf58-a3fc00da9595,50183,Pace University,1925,Cohort 27,06M211,11,N/A,Science,23-Sep-16,Effective,Effective,Effective,Developing+,Effective,Developing+,Developing+,Effective,Developing+,Effective,Above Average
ce5287cc-5ce0-4574-be1c-a52a00ae4ea4,50914,Lehman College,2003,Cohort 27,X225,7,,ESL,28-Sep-16,Developing,Developing,Developing,Developing+,Developing,Developing+,Developing,Developing,Developing,Developing,Above Average
cef88ccc-e757-4502-b8eb-a55f00a5c491,50835,Hunter SPED,410,Cohort 27,02M507,10,CTT/ICT,Special Education,28-Sep-16,Developing+,Effective,Developing+,Effective,Developing+,Effective,Developing+,Developing+,Developing+,Effective,Above Average
cf0a6b11-b5de-4735-b8a7-a5b000bfb243,51042,City College,1803,Cohort 27,X366,4,,ESL,21-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Below Average
cf489601-4d1b-4f0c-bea6-a556013afd08,51046,Hunter SPED,2041,Cohort 27,X551,10,Self-contained,Special Education,19-Sep-16,Developing+,Developing,Developing+,Developing,Developing+,Effective,Developing+,Effective,Developing,Developing+,Above Average
cf688bb3-9106-456b-ad8a-a52900ef4048,50560,City College,1833,Cohort 27,M209,7,,Special Education,7-Oct-16,Effective,Developing+,Developing+,Effective,Developing+,Effective,Developing+,Developing,Developing,Effective,Average
cf770c96-2a5b-401d-88a8-a15a011296cd,50037,Hunter TESOL,1683,Cohort 27,Q,11,Self-contained,ESL,6-Oct-16,Effective+,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Above Average
d01292c6-c2b4-4a9d-b537-a53301851b3b,50670,Lehman College,2000,Cohort 27,X248,10,N/A,ESL,7-Oct-16,Developing,Developing+,Developing+,Developing+,Developing,Developing+,Developing+,Developing+,Developing+,Developing+,Average
d04be1fb-fba9-468f-b1f7-a5a200cc3b8c,51011,City College,2064,Cohort 27,m048,4,N/A,Bilingual,30-Sep-16,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Above Average
d05c02bc-bbb1-4f17-b75d-a51c013ce0bf,50473,City College,1834,Cohort 27,12X388 ,9,SETTS,Special Education,20-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
d06e0642-1480-4f45-8cda-a5a200b11fe2,50880,City College,1856,Cohort 27,C005,7,N/A,Special Education,21-Oct-16,Developing,,,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Average
d0735513-dcea-49e9-915c-a2d30164ddcf,50139,Long Island University,1901,Cohort 27,k405,9,CTT/ICT,Special Education,13-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
d0f2202a-aee5-424c-a656-a5b3016c3261,51157,Lehman College,1999,Cohort 27,x128,7,,English,14-Oct-16,Developing+,Developing,Developing,Effective,Effective,Effective,Developing,Developing+,Developing+,Effective,Average
d1053994-6d98-4a4a-82b4-a16400d96293,50020,St. John's University,1949,Cohort 27,30Q28,6,,Math,26-Sep-16,Effective,Developing+,Effective,Developing+,Effective,Effective,Developing+,Developing+,Developing+,Developing+,Above Average
d142aebf-586e-4866-9367-a52f00cc57c5,50641,Brooklyn College,2019,,,7,CTT/ICT,,11-Oct-16,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Average
d1479c70-fb6a-42f9-a054-a4c8015310c7,50462,St. John's University,250,Cohort 27,M529,9,,Math,6-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Above Average
d15e1adf-27e1-478b-9aca-a5860166c844,50963,Pace University,1859,Cohort 27,M094,7,D75,D75,22-Sep-16,Developing,Developing+,Developing,Developing,Developing+,Effective,Developing,Developing,Developing+,Developing+,Below Average
d16d5b88-bf0d-42a8-b7d2-a459014f4b54,50296,Hunter TESOL,1986,Cohort 27,K223,6,Self-contained,ESL,27-Sep-16,Effective+,Effective+,Effective,Highly Effective,Effective+,Highly Effective,Effective+,Effective+,Effective+,Effective+,Top 10%
d1c693b7-d2ed-42da-b4d2-a55b00c05745,50593,City College,1825,Cohort 27,M182,1,N/A,Bilingual,4-Oct-16,Developing,Developing,Developing,Developing+,Developing+,Developing+,Developing,Developing,Developing,Developing+,Average
d1e6ee58-f900-431a-8609-a54d016eccd7,50776,Long Island University,1901,Cohort 27,k071,12,CTT/ICT,Special Education,18-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
d2162905-3bf4-4db5-a3cf-a52c01254eae,50640,Long Island University,1705,Cohort 27,Q005,7,CTT/ICT,Special Education,18-Oct-16,Developing,Developing,Developing,Developing+,Developing+,Developing+,Developing,Developing,Developing,Developing,Average
d22b09cf-3c2f-4aaa-8511-a594010d3bf0,50953,Lehman College,2005,Cohort 27,Q119,6,,Math,19-Sep-16,Developing+,Developing+,Developing+,Developing+,Effective,Effective,Developing+,Developing+,Developing+,Effective,Above Average
d233a8bd-ac06-4d93-a7e9-a141014a3a54,50002,St. John's University,1714,Cohort 27,m528,8,CTT/ICT,Special Education,28-Sep-16,Developing+,Developing+,Developing,Developing+,Effective,Effective,Developing+,Effective,Developing+,Effective,Average
d29e0673-0b7f-49f3-ba3a-a24000bc16a0,50064,Brooklyn College,1807,,,9,CTT/ICT,,27-Oct-16,Effective,Effective+,Effective+,Effective+,Effective+,Effective+,Developing,Developing,Developing+,Highly Effective,Average
d2a39aeb-6295-4dbf-bbae-a55e00195894,50606,City College,1789,Cohort 27,X231,7,N/A,ESL,17-Oct-16,Developing,Developing,Developing,,,,Developing,Developing,Developing,Developing+,Average
d2d65407-e27a-4442-a03d-a583003292a0,50940,City College,219,Cohort 27,X355,8,,ESL,11-Oct-16,Developing+,Effective,Developing+,Developing+,Developing+,Developing+,Developing,Developing+,Developing,Developing,Average
d2fe382b-9f3e-4d74-acd6-a53601706956,50689,Long Island University,2075,Cohort 27,X438,11,Self-contained,Special Education,18-Oct-16,Effective,Effective,Effective,Effective,Effective,,Developing+,Effective,Developing+,Effective,Average
d31c0a29-30e7-4243-96f9-a55800c65a5d,50801,Lehman College,1816,Cohort 27,X549,9,N/A,Science,28-Sep-16,Developing+,Developing+,Developing+,Developing,Developing,Developing,Developing,Developing+,Developing+,Effective+,Average
d4327307-0dc7-4c28-b1b7-a42001312e81,50187,Lehman College,2003,Cohort 27,X390,8,,ESL,30-Sep-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Ineffective,Developing,Developing,Average
d4636973-d1fb-4699-b557-a53600f4f024,50530,Pace University,949,Cohort 27,97X754,9,D75,D75,6-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
d4c1dafb-564c-4590-9b8b-a29001209e92,50111,Pace University,935,Cohort 27,98X168,1,Self-contained,D75,23-Sep-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
d5400384-c2c3-4f61-91c6-a54a016aac6d,50740,City College,2062,Cohort 27,K485,10,N/A,Spanish,14-Oct-16,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Average
d59a3010-a258-4b71-8343-a3cb00cef0d3,50195,Lehman College,2000,Cohort 27,X267,6,N/A,ESL,22-Sep-16,Developing+,Developing+,Developing+,Effective,Effective,Effective,Developing+,Developing+,Developing+,Developing+,Above Average
d5a4402d-f88e-458d-a7df-a52b01068032,50610,Long Island University,1831,Cohort 27,X101,6,Self-contained,Special Education,20-Oct-16,Effective,Developing+,Developing+,Developing+,Effective,Effective,Effective,Developing+,Developing,Effective,Above Average
d5f76282-7869-4931-a621-a58a01112279,50982,City College,2061,Cohort 27,x509,10,N/A,ESL,30-Sep-16,Developing,Ineffective,Developing,Ineffective,Ineffective,Developing,Ineffective,Developing,Ineffective,Developing+,Average
d66fc4e4-b2ee-483f-946a-a59300db239f,51035,Long Island University,1704,Cohort 27,K590,9,CTT/ICT,Special Education,25-Oct-16,Developing+,Developing+,Developing+,Effective,Developing+,Effective,Developing+,Effective,Developing+,Effective,Average
d681a47a-828a-4cf4-9c35-a18b014d8fe4,50102,City College,1789,Cohort 27,X110,2,N/A,ESL,21-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
d6979e3e-99d2-46b1-83ea-a45f014c8677,50302,Long Island University,1706,Cohort 27,X265,9,Self-contained,Special Education,18-Oct-16,Effective,Developing+,Developing+,Developing+,Developing+,Effective,Developing+,Developing+,Effective,Effective,Average
d6c19ac0-598f-4d05-aa20-a48200d36d1a,50235,Pace University,961,Cohort 27,M235,5,CTT/ICT,D75,6-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Ineffective,Developing,Ineffective,Developing,Average
d711aad3-a5fa-4595-9773-a531012612a4,50705,Pace University,1956,Cohort 27,X811,9,Self-contained,D75,6-Oct-16,Developing,Developing,Developing,Developing+,Developing,Developing+,Developing,Developing,Developing,Developing,Above Average
d7493233-dae0-4522-bd9a-a58500c011b5,50787,City College,1794,Cohort 27,M394,11,,ESL,7-Oct-16,Developing+,Developing,Developing,Developing,Developing+,Developing,Developing,Developing,Developing,Developing,Average
d7ad0a77-b3ea-448c-8930-a52a017c9c7e,50407,Pace University,935,Cohort 27,K97@K396,3,Self-contained,D75,5-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing+,Developing,Developing,Developing,Developing,Average
d8d170b0-d504-488c-ab94-a561015a54a1,50664,City College,1803,Cohort 27,X396,3,,ESL,21-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing+,Developing,Developing,Below Average
d9d9dfc8-e3fa-43ee-b17a-a53200dd6b3c,50806,St. John's University,1848,Cohort 27,24Q005,7,CTT/ICT,Special Education,20-Sep-16,Developing,Developing,Developing,Developing,Developing,Developing+,Developing,Developing,Developing,Developing,Average
d9ebb561-6d7c-4126-804e-a53000adbadf,50685,St. John's University,1820,Cohort 27,Q226,8,N/A,Math,21-Sep-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
d9fc358f-8870-4fd1-af9f-a5ae012ee3b1,50883,City College,1822,Cohort 27,M896,7,N/A,Spanish,11-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing+,Developing,Developing,Developing,Developing,Average
da082bf4-6421-447e-b743-a59f0148e7b8,50854,Hunter TESOL,1800,Cohort 27,09X218,1,N/A,Bilingual,11-Oct-16,Effective,Developing+,Effective,Effective,Effective,Effective,Effective,Effective,Developing+,Effective,Average
da4c199e-39b3-44a1-bf22-a54d01243361,50775,Pace University,918,Cohort 27,X188,3,Self-contained,D75,5-Oct-16,Developing+,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing+,Average
da8b737c-3b3b-4235-abd2-a59e009d7d42,51054,Hunter TESOL,1770,Cohort 27,,9,Self-contained,English,22-Sep-16,Developing+,Developing+,Developing+,Effective,Effective,Effective,Developing+,Developing+,Developing+,Effective,Above Average
da99826e-0f70-4f6a-b6a7-a50f013b2fd2,50394,Lehman College,1843,Cohort 27,X288,10,N/A,Special Education,20-Sep-16,Developing,Developing,Developing,Developing,Developing,Developing,Ineffective,Developing,Ineffective,Developing,Average
daa6a3ef-8871-4768-bb2a-a5bb00d0ce21,50967,Pace University,1956,Cohort 27,X811,9,CTT/ICT,D75,21-Sep-16,Developing,Developing,Developing,Developing+,Developing+,Developing+,Developing,Developing,Developing,Developing,Average
dacb27c9-9c6f-48d6-8255-a5880142fad3,50759,Brooklyn College,1956,,,9,CTT/ICT,,21-Oct-16,Effective+,Developing+,Effective,Effective+,Effective,Developing+,Effective+,Effective,Effective,Effective,Above Average
db1f794c-ce08-457f-883d-a51e00b637b3,50513,City College,1789,Cohort 27,X033,3,N/A,Bilingual,20-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
db604ff6-cf9c-4cec-b8b2-a5bf00cfcf35,51076,Hunter TESOL,2044,Cohort 27,X600,10,N/A,ESL,22-Sep-16,Developing+,Developing,Developing,Developing+,Developing,Developing,Developing+,Developing+,Developing+,Developing+,Above Average
dba75b29-95eb-45cc-84f4-a524002b2956,50516,Brooklyn College,112,,,9,CTT/ICT,,24-Oct-17,Effective+,Effective+,Effective,Effective,Effective+,Effective+,Effective+,Effective+,Effective+,Effective,Above Average
dbee1900-0e35-4505-83d4-a57500fcb412,50871,City College,1833,Cohort 27,M143,8,,Special Education,18-Oct-16,Effective,Developing+,Developing+,Effective,Developing+,Developing+,Developing,Developing+,Developing+,Effective,Average
dc1e807a-d931-4298-8521-a551017b627a,50543,St. John's University,1722,Cohort 27,03m299,9,CTT/ICT,Math,5-Oct-16,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Average
dc6dfa1c-5b45-4dd5-9acf-a58301046cc8,50726,Pace University,1726,Cohort 27,M079009,7,D75,D75,28-Sep-16,Developing,Developing,Developing,Developing,Developing,Ineffective,Developing,Ineffective,Developing,Developing,Average
dc96470a-7570-4ede-8913-a3c6011cfbb8,50097,City College,2065,Cohort 27,M435,10,N/A,Spanish,7-Oct-16,Developing+,Developing,Developing,Developing,Developing,Developing+,Developing,Developing,Ineffective,Developing,Above Average
dddbcc0b-30ff-4c78-92fd-a4d500ab215b,50285,Long Island University,621,Cohort 27,M374,9,CTT/ICT,Special Education,6-Oct-16,Effective,Developing+,Developing+,Effective,Effective,Effective,Developing+,Developing+,Developing+,Effective,Average
ddf93de2-a528-444a-8feb-a50e01107a6e,50493,Hunter SPED,1935,Cohort 27,18K763,6,CTT/ICT,Special Education,27-Sep-16,Effective,Developing+,Developing+,Effective,Effective+,Effective,Developing+,Effective,Developing+,Highly Effective,Average
de03dc76-45af-4fab-99b6-a44500c26976,50314,Brooklyn College,1846,,,11,N/A,,21-Oct-16,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing,Developing,Developing,Developing+,Average
de52efe8-d6ed-439a-97ad-a5b5011020aa,50964,City College,1794,Cohort 27,M291,6,,ESL,19-Oct-16,Developing,Developing,Developing,Developing+,Developing,Developing,Developing,Developing+,,Developing+,Average
deb20718-9f24-4db1-9583-a59200c5ebb0,51177,Brooklyn College,219,,,7,,,27-Sep-16,Effective,Effective,Developing+,Effective,Effective,Effective,Developing+,Effective,Developing+,Developing+,Above Average
debd2c0c-e251-4588-a6dc-a2b5014abbb0,50075,City College,1835,Cohort 27,X438,9,,ESL,7-Oct-16,Developing+,Developing,Developing,Developing+,Developing,Effective,Developing+,Developing,Developing+,Developing+,Average
def49bfb-0ba8-406c-96a1-a35200c214e8,50067,Brooklyn College,155,,,8,N/A,,7-Oct-16,Effective,Effective,Developing+,Effective,Developing+,Developing+,Effective,Developing+,Developing+,Effective,Below Average
df277340-049c-4e57-9726-a42900255d37,50247,Hunter TESOL,1909,Cohort 27,x217,6,Self-contained,ESL,29-Sep-16,Developing+,Developing+,Developing+,Effective,Developing+,Developing+,Effective,Developing+,Developing,Developing+,Average
dfb74e0c-8980-4d49-b30f-a57400fd1053,50937,Hunter TESOL,2078,Cohort 27,13K009,2,N/A,Bilingual,18-Oct-16,Effective,Effective,Effective,Effective,Effective,Developing+,Effective,Developing+,Effective,Effective,Above Average
e0119cf4-eb0a-484d-9c86-a591011e4de1,50823,Long Island University,1758,Cohort 27,18k589,9,CTT/ICT,Special Education,5-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing+,Effective,Average
e0538c15-1bca-48c1-b605-a3fb00e92876,50199,Pace University,1859,Cohort 27,M094,6,D75,D75,22-Sep-16,Effective,Effective,Effective,Effective,Effective,Effective,Developing+,Developing+,Developing+,Effective,Average
e12f6a68-11da-44f0-aed4-a53a009c07b8,50675,Hunter SPED,467,Cohort 27,75M169,K,Self-contained,D75,28-Sep-16,Effective,Effective,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Above Average
e17d32e5-c579-4854-914e-a4ed00f0bb58,50520,St. John's University,1848,Cohort 27,26Q315,10,N/A,Math,27-Sep-16,Developing+,Developing+,Developing+,Developing+,Developing+,Developing,Developing,Developing,Developing+,Developing+,Above Average
e1c9b998-1be6-4e7f-be8e-a52400ca5361,50517,Brooklyn College,1846,,,10,N/A,,11-Oct-16,Developing+,Developing+,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing+,Average
e203b099-fffa-467c-9db3-a2730152b630,50073,Brooklyn College,2025,,,6,CTT/ICT,,5-Oct-16,Effective,Effective,Developing+,Effective,Developing+,Developing+,Effective,Developing+,Developing+,Effective,Average
e2078b79-c3a6-483b-a3f5-a3e0016fe624,50129,St. John's University,1807,Cohort 27,Q238,7,Self-contained,Special Education,22-Sep-16,Effective,Effective+,Developing+,Effective+,Effective+,Effective+,Effective+,Effective+,Effective+,Effective+,Average
e248f088-3318-43ba-bf07-a5300179b501,50976,City College,1824,Cohort 27,X244,8,CTT/ICT,Special Education,20-Oct-16,Ineffective,Ineffective,Ineffective,Developing,Developing,Developing,Ineffective,Ineffective,Ineffective,Ineffective,Below Average
e2624783-39fe-404e-969d-a58901078a80,51164,Brooklyn College,2020,,,11,CTT/ICT,,19-Oct-16,Developing,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Average
e27da154-11eb-4cec-ab6f-a58c0008e02d,50761,St. John's University,1717,Cohort 27,30Q445,10,CTT/ICT,Math,29-Sep-16,Developing+,Developing+,Developing,Effective,Developing,Developing+,Developing,Developing+,Developing,Developing,Average
e2e9ed47-5a05-4816-a934-a594001280e9,50850,Lehman College,2004,Cohort 27,12X195,4,N/A,ESL,28-Sep-16,Developing+,Developing+,Developing,Developing+,Developing+,Developing+,Developing+,Developing,Developing,Developing+,Bottom 10%
e3143c5e-771a-423b-adf4-a46101305fa2,50304,Pace University,958,Cohort 27,K373,10,D75,D75,6-Oct-16,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Above Average
e3d3f794-0d13-4310-b40e-a4db0153996c,50620,Brooklyn College,2019,,,12,N/A,,18-Oct-16,Effective+,Effective+,Effective+,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Average
e47c63dc-fcf1-43be-9949-a1cd001af16d,50004,Hunter TESOL,1934,Cohort 27,15K094,3,,ESL,23-Sep-16,Developing+,Developing,Developing+,Developing+,Developing+,Developing+,Developing,Developing+,Developing,Effective,Average
e50b1b3d-51d8-42cc-9ce2-a51b00bcaf74,50360,Pace University,2066,Cohort 27,02M316,9,CTT/ICT,Science,6-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing+,Average
e59e8399-6923-4fbe-9956-a0c200abcb96,50000,St. John's University,1816,Cohort 27,X144,8,N/A,Math,28-Sep-16,Developing+,Developing+,Developing+,Developing+,Effective+,Effective+,Developing+,Developing+,Effective,Effective+,Above Average
e6171162-e1d3-4381-a7b3-a59400e21d49,51022,Hunter SPED,2041,Cohort 27,X301,7,Self-contained,Special Education,20-Sep-16,Developing+,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Average
e66be914-dacb-4379-8ae0-a5a701690631,50882,City College,1929,Cohort 27,M462,9,N/A,ESL,11-Oct-16,Developing,Developing,Developing,Developing+,Developing,Developing,Developing+,Developing,Developing+,Developing+,Average
e72aba14-dcd1-44d3-9cdd-a55d016893c9,51125,St. John's University,1717,Cohort 27,15K051,7,CTT/ICT,Special Education,28-Sep-16,Developing+,Developing,Developing,Effective,Developing,Effective,Developing,Developing,Developing+,Developing,Average
e74f3731-8424-4c8e-8d13-a537009b8370,50672,Long Island University,622,Cohort 27,M307,10,CTT/ICT,Special Education,24-Oct-16,Developing+,Developing,Developing,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Average
e75e29db-2d65-478b-b770-a41801156db8,50149,Long Island University,1808,Cohort 27,K529,10,Self-contained,Special Education,28-Sep-16,Effective,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Below Average
e7830e19-20be-45ac-96c7-a5210160b42d,50475,St. John's University,1843,Cohort 27,X446,11,,Math,23-Sep-16,Developing,Developing,Developing,Developing+,Developing,Developing,Ineffective,Developing,Developing,Developing,Average
e7d71916-02b2-4792-aac9-a549000d9765,50739,Brooklyn College,1957,,,8,N/A,,21-Oct-16,Effective+,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Effective+,Above Average
e81df3c4-c209-457e-963c-a5690105f04c,50866,Long Island University,1937,Cohort 27,X259,12,CTT/ICT,Special Education,17-Oct-16,Developing,Developing+,Developing+,Developing,Developing,Developing,Developing,Developing,Developing,Developing+,Average
e84322ab-7af1-409c-b03d-a56f0187e31b,51142,Pace University,1921,Cohort 27,K231,6,D75,D75,27-Sep-16,Developing,Developing,Developing,Developing+,Developing+,Effective,Ineffective,Developing,Developing,Developing,Average
e85c6c15-cd4f-4bec-87e7-a44800c3e62b,50171,Pace University,238,Cohort 27,97m138,11,SETTS,Special Education,27-Sep-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Below Average
e89e0879-5f6f-4442-b37f-a4cd00d9a080,50616,Lehman College,1998,Cohort 27,X437,12,N/A,English,26-Sep-16,Developing+,Developing+,Effective,Developing+,Developing,Developing,Developing,Developing+,Developing+,Developing,Average
e8e63a13-f1c6-4901-82a3-a3b8012cdfa8,50225,Long Island University,1785,Cohort 27,M402,7,CTT/ICT,Special Education,11-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing+,Developing+,Developing,Above Average
e91a1e99-c7a0-4e64-bc55-a58e00f280df,51118,Hunter SPED,2033,Cohort 27,X181,7,CTT/ICT,Special Education,13-Oct-16,Developing,Developing,Developing,Developing,Developing,Developing,Ineffective,Developing,Ineffective,Effective,Average
e931e463-bf12-46a9-8707-a55f00fb65a4,50653,Brooklyn College,1985,,,6,CTT/ICT,,20-Oct-16,Effective,Effective,Effective+,Effective,Effective,Effective,Effective,Effective,Effective,Effective,Average
e9db9649-4baa-4480-8124-a5280146ddbd,50558,City College,1789,Cohort 27,X186,1,D75,D75,21-Oct-16,Developing+,Developing+,Developing,,Developing,Developing,,Developing,,Developing,Average
ea1b236a-f325-4803-9e57-a52100efa2bd,50568,Long Island University,623,Cohort 27,K667,11,CTT/ICT,Special Education,28-Oct-16,Effective,Developing+,Effective,Effective,Effective,Effective,Developing+,Effective,,Developing+,Average
eaa25681-a951-4b70-90fa-a50e00fc7eb7,50289,St. John's University,1857,Cohort 27,K281,7,Self-contained,Special Education,21-Oct-16,Developing+,Developing,Developing,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Developing+,Above Average
eb1a9c9c-a7b4-48ef-81a0-a53901113b2e,51032,Brooklyn College,166,,,11,CTT/ICT,,20-Sep-16,Developing,Developing+,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Effective,Below Average
